Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24761062  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:45:21 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761063  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:47:52 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761064  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:47:58 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761065  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:48:40 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761066  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:48:52 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761067  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:49:15 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761068  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:49:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761069  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:51:44 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761070  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:51:54 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761071  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:53:32 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761072  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:53:58 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761073  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-26 10:54:57 	El sistema se encuentra en el modo manual.	{args: }
24761074  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:54:57 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761075  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-26 10:54:57 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24761076  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-26 10:55:17 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24761077  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:55:17 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761078  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-26 10:55:18 	El sistema se encuentra en el modo automático.	{args: }
24761079  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:55:24 	El sistema se encuentra en el estado Motores ON.	{args: }
24761080  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:55:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761081  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:55:25 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761082  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:55:25 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761083  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:58:45 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761084  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:58:55 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761085  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:00:11 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761086  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 11:00:21 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761087  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:00:21 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761088  	W   	Movimiento          	50240   	Cambio de paro de emergencia óptimo     	2023-07-26 11:00:21 	El paro de emergencia óptimo ha cambiado al modo de freno eléctrico debido a una limitación de par.	{args: }
24761089  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 11:00:21 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761090  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 11:00:31 	El sistema se encuentra en el estado Motores ON.	{args: }
24761091  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 11:00:31 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761092  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 11:00:32 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761093  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 11:00:32 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761094  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:01:06 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761095  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:01:16 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761096  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:02:10 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761097  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:02:20 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761098  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:03:14 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761099  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:03:25 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761100  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 11:04:24 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761101  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:06:55 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761102  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:07:05 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}

Mensajes de registro de Operativo
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24761021  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:28:22 	El sistema se encuentra en el estado Motores ON.	{args: }
24761022  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:28:22 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761023  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:28:23 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761024  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:28:23 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761073  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-26 10:54:57 	El sistema se encuentra en el modo manual.	{args: }
24761074  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 10:54:57 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761075  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-26 10:54:57 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24761076  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-26 10:55:17 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24761077  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 10:55:17 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761078  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-26 10:55:18 	El sistema se encuentra en el modo automático.	{args: }
24761079  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 10:55:24 	El sistema se encuentra en el estado Motores ON.	{args: }
24761080  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 10:55:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761081  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 10:55:25 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761082  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 10:55:25 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24761086  	I   	Operativo           	10125   	Programa detenido                       	2023-07-26 11:00:21 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un paro externo o interno.	{args: "1", "T_ROB1"}
24761089  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-26 11:00:21 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24761090  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-26 11:00:31 	El sistema se encuentra en el estado Motores ON.	{args: }
24761091  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-26 11:00:31 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24761092  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-26 11:00:32 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24761093  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-26 11:00:32 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}

Mensajes de registro de Sistema
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760518  	W   	Sistema             	20142   	Inicio rechazado                        	2023-07-24 19:53:22 	El inicio/reinicio del programa a través de las E/S del sistema fue rechazado.	{args: "-2"}
24760834  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:05 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760835  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:06 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760836  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:11 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760875  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:45:21 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760900  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 21:25:53 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760902  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 21:25:58 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760912  	E   	Sistema             	20195   	Datos de sistema perdidos durante el último apagado del sistema	2023-07-26 06:48:24 	Normalmente, todos los datos de sistema se guardan al apagar. Durante el último apagado, el guardado de los datos ha fallado. El sistema ha sido reiniciado utilizando los últimos datos válidos del sistema, guardados anteriormente en MON JUL 24 21:26:12 2023. 	{args: "MON JUL 24 21:26:12 2023", "MON JUL 24 21:26:12 2023"}
24760913  	E   	Sistema             	20193   	Aviso de actualización de datos de robot	2023-07-26 06:48:24 	Los valores de sincronización de los ejes y los datos deinformación de servicio (SIS) han sido restaurados desde la copia de seguridad.Los datos de robot independiente de sistemano se guardaron durante el cierre del sistema. Losdatos han sido restaurados desde la última copia de seguridad.	{args: }
24760934  	E   	Sistema             	20193   	Aviso de actualización de datos de robot	2023-07-26 09:53:09 	Los valores de sincronización de los ejes y los datos deinformación de servicio (SIS) han sido restaurados desde la copia de seguridad.Los datos de robot independiente de sistemano se guardaron durante el cierre del sistema. Losdatos han sido restaurados desde la última copia de seguridad.	{args: }
24760938  	E   	Sistema             	20365   	Actualización de configuración terminada	2023-07-26 09:53:43 	Todas las tareas se devuelven a su rutina Main como consecuencia de los cambios de configuración.	{args: "0", "0", "0", "0"}
24760967  	W   	Sistema             	20142   	Inicio rechazado                        	2023-07-26 09:56:54 	El inicio/reinicio del programa a través de las E/S del sistema fue rechazado.	{args: "-1052"}

Mensajes de registro de Hardware
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760524  	I   	Hardware            	37105   	Comunicación recuperada con la fuente de alimentación	2023-07-24 19:55:03 	El ordenador principal ha recuperado la comunicación con la fuente de alimentación del módulo de control.	{args: "0"}
24760983  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:03:40 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760984  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:04:50 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760985  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:06:30 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.71 V, fuera del rango permitido.	{args: "5", "4.71"}
24760986  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:07:10 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760987  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:09:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760988  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:09:52 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760989  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:13:52 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760996  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:14:42 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760997  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:19:38 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24760998  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:22:28 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761042  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:35:24 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761047  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:38:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761048  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:38:50 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761068  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:49:26 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761071  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:53:32 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761072  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 10:53:58 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}
24761100  	W   	Hardware            	37062   	Aviso de alimentación del módulo de ordenadores	2023-07-26 11:04:24 	La tensión de 5 V de la alimentación del módulo de ordenadores es de 4.73 V, fuera del rango permitido.	{args: "5", "4.73"}

Mensajes de registro de Programa
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760813  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:33:39 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760821  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:35:04 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760822  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:35:04 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760823  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:35:04 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760842  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:41:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760843  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:41:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760844  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:41:36 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760863  	W   	Programa            	41472   	Error de instrucción                    	2023-07-24 20:44:35 	Tarea: T_ROB1No hay ningún cliente, por ejemplo una unidad de programación, a cargo de las instrucciones. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "/MainModule/main/Rearme/25", "ERR_TP_NO_CLIENT"}
24760864  	E   	Programa            	41472   	Error de instrucción                    	2023-07-24 20:44:35 	Tarea: T_ROB1No hay ningún cliente, por ejemplo una unidad de programación, a cargo de las instrucciones. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "/MainModule/main/Rearme/25", "ERR_TP_NO_CLIENT"}
24760865  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:44:35 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41472. 	{args: "T_ROB1", "41472"}
24760880  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:28 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760881  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:28 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760882  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:45:28 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760889  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:45 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
